created_at,particle_id,ore_type,rm_number,density_bin
2025-01-24T03:28:58.479406,RT-XRM43971-0001,HGM,RM43971,1190562
2025-01-24T03:31:30.251090,RT-XRM43971-0002,HGM,RM43971,1190567
2025-01-24T03:45:20.861591,RT-XRM43971-0009,HGM,RM43971,1190569
2025-01-27T22:22:09.964050,RT-XRM43971-0041,HGM,RM43971,1190572
2025-01-28T03:57:11.090636,RT-XRM43971-0087,HGM,RM43971,1190574
2025-01-28T21:43:04.743271,RT-XRM43971-0197,HGM,RM43971,1190577
2025-01-29T21:22:37.181952,RT-XRM43971-0234,HGM,RM43971,1190579
2025-01-30T05:05:27.347984,RT-XRM43971-0439,GOL,RM43971,1190569
2025-01-30T05:10:13.167091,RT-XRM43971-0445,SHL,RM43971,1190564
2025-01-30T05:11:21.173377,RT-XRM43971-0446,SHL,RM43971,1190562
2025-01-30T05:14:29.025600,RT-XRM43971-0429,GMO,RM43971,1190574
2025-01-30T05:15:01.441698,RT-XRM43971-0431,GMO,RM43971,1190577
2025-01-30T05:17:07.713197,RT-XRM43971-0542,GOE,RM43971,1190572
2025-01-30T05:17:24.069404,RT-XRM43971-0421,GOE,RM43971,1190577
2025-01-30T05:17:45.849992,RT-XRM43971-0441,GOE,RM43971,1190569
2025-01-30T05:19:08.818734,RT-XRM43971-0414,GOE,RM43971,1190574
2025-01-30T05:25:22.608267,RT-XRM43971-0505,GOV,RM43971,1190579
2025-01-30T05:27:35.969925,RT-XRM43971-0514,GOC,RM43971,1190574
2025-01-30T05:28:04.429852,RT-XRM43971-0519,GOC,RM43971,1190577
2025-01-30T05:29:42.732749,RT-XRM43971-0518,GMI,RM43971,1190567
2025-01-30T21:23:50.474337,RT-XRM43971-0198,HGM,RM43971,1190579
2025-01-30T21:51:42.958843,RT-XRM43971-0235,HGM,RM43971,1190583
2025-01-30T22:06:26.787105,RT-XRM43971-0240,HGM,RM43971,1190585
2025-01-30T22:09:51.612456,RT-XRM43971-0241,HGM,RM43971,1190587
2025-01-30T22:14:42.385696,RT-XRM43971-0242,HGF,RM43971,1190574
2025-02-02T21:50:06.405945,RT-XRM43971-0257,HGF,RM43971,1190577
2025-02-03T04:30:00.470420,RT-XRM43971-0300,H2M,RM43971,1190579
2025-02-03T04:34:10.078975,RT-XRM43971-0319,H2M,RM43971,1190572
2025-02-03T04:36:16.284942,RT-XRM43971-0286,H2M,RM43971,1190574
2025-02-03T04:37:20.880776,RT-XRM43971-0312,H2M,RM43971,1190583
2025-02-03T04:39:15.563974,RT-XRM43971-0398,GOH,RM43971,1190577
2025-02-03T04:39:50.942305,RT-XRM43971-0290,H2M,RM43971,1190577
2025-02-03T04:44:47.257381,RT-XRM43971-0396,GOH,RM43971,1190577
2025-02-03T04:45:50.646071,RT-XRM43971-0409,GOH,RM43971,1190572
2025-02-03T04:49:42.937614,RT-XRM43971-0412,GOH,RM43971,1190572
2025-02-03T04:50:00.081445,RT-XRM43971-0394,GOH,RM43971,1190574
2025-02-03T04:50:17.943103,RT-XRM43971-0407,GOH,RM43971,1190579
2025-02-03T04:50:39.384669,RT-XRM43971-0377,HGH,RM43971,1190579
2025-02-03T04:50:54.539688,RT-XRM43971-0386,HGH,RM43971,1190583
2025-02-03T04:51:10.553262,RT-XRM43971-0375,HGH,RM43971,1190574
2025-02-03T21:23:12.484169,RT-XRM43971-0258,HGF,RM43971,1190577
2025-02-03T21:30:33.599398,RT-XRM43971-0259,HGF,RM43971,1190577
2025-02-03T21:34:45.303629,RT-XRM43971-0260,HGF,RM43971,1190577
2025-02-03T21:37:59.545438,RT-XRM43971-0261,HGF,RM43971,1190577
2025-02-03T21:41:31.931592,RT-XRM43971-0262,HGF,RM43971,1190577
2025-02-03T21:44:03.639854,RT-XRM43971-0263,HGF,RM43971,1190577
2025-02-03T21:47:50.466371,RT-XRM43971-0264,HGF,RM43971,1190577
2025-02-03T21:50:35.266707,RT-XRM43971-0265,HGF,RM43971,1190577
2025-02-03T21:53:28.213409,RT-XRM43971-0266,HGF,RM43971,1190577
2025-02-03T21:56:16.123540,RT-XRM43971-0267,HGF,RM43971,1190579
2025-02-03T21:59:14.477375,RT-XRM43971-0268,HGF,RM43971,1190579
2025-02-03T22:01:46.838678,RT-XRM43971-0269,HGF,RM43971,1190579
2025-02-03T22:04:58.530739,RT-XRM43971-0270,HGF,RM43971,1190579
2025-02-03T22:07:23.984040,RT-XRM43971-0271,HGF,RM43971,1190572
2025-02-03T22:11:04.213228,RT-XRM43971-0272,HGF,RM43971,1190572
2025-02-03T22:17:05.409259,RT-XRM43971-0273,HGF,RM43971,1190572
2025-02-03T22:19:24.979191,RT-XRM43971-0274,HGF,RM43971,1190572
2025-02-03T22:23:55.333544,RT-XRM43971-0275,HGF,RM43971,1190572
2025-02-03T22:28:27.621518,RT-XRM43971-0276,HGF,RM43971,1190572
2025-02-04T00:34:03.082849,RT-XRM43971-0277,HGF,RM43971,1190572
2025-02-04T00:36:13.564561,RT-XRM43971-0278,HGF,RM43971,1190572
2025-02-04T00:37:16.572936,RT-XRM43971-0279,HGF,RM43971,1190572
2025-02-04T00:40:04.214096,RT-XRM43971-0280,HGF,RM43971,1190572
2025-02-04T01:30:27.645315,RT-XRM43971-0283,HGF,RM43971,1190564
2025-02-04T01:32:08.932957,RT-XRM43971-0284,HGF,RM43971,1190562
2025-02-04T01:33:13.848299,RT-XRM43971-0281,HGF,RM43971,1190569
2025-02-04T01:34:31.083910,RT-XRM43971-0282,HGF,RM43971,1190569
2025-02-04T01:35:24.299425,RT-XRM43971-0285,H2M,RM43971,1190574
2025-02-04T01:35:38.694603,RT-XRM43971-0287,H2M,RM43971,1190574
2025-02-04T01:36:07.881121,RT-XRM43971-0288,H2M,RM43971,1190574
2025-02-04T01:43:27.352511,RT-XRM43971-0289,H2M,RM43971,1190577
2025-02-04T01:43:53.655465,RT-XRM43971-0291,H2M,RM43971,1190577
2025-02-04T01:44:08.589174,RT-XRM43971-0292,H2M,RM43971,1190577
2025-02-04T01:44:47.359138,RT-XRM43971-0293,H2M,RM43971,1190577
2025-02-04T01:45:37.758230,RT-XRM43971-0294,H2M,RM43971,1190577
2025-02-04T01:46:12.997243,RT-XRM43971-0295,H2M,RM43971,1190577
2025-02-04T01:46:34.609990,RT-XRM43971-0296,H2M,RM43971,1190577
2025-02-04T01:47:23.811289,RT-XRM43971-0297,H2M,RM43971,1190577
2025-02-04T01:47:59.398493,RT-XRM43971-0298,H2M,RM43971,1190577
2025-02-04T03:13:09.669283,RT-XRM43971-0314,H2M,RM43971,1190572
2025-02-04T03:15:02.256031,RT-XRM43971-0315,H2M,RM43971,1190572
2025-02-04T03:15:56.672424,RT-XRM43971-0316,H2M,RM43971,1190572
2025-02-04T03:17:00.406023,RT-XRM43971-0317,H2M,RM43971,1190572
2025-02-04T03:17:55.728488,RT-XRM43971-0318,H2M,RM43971,1190572
2025-02-04T03:19:22.500358,RT-XRM43971-0320,H2M,RM43971,1190572
2025-02-04T03:20:23.695379,RT-XRM43971-0321,H2M,RM43971,1190572
2025-02-04T03:22:25.658103,RT-XRM43971-0322,H2M,RM43971,1190572
2025-02-04T03:23:29.263912,RT-XRM43971-0323,H2M,RM43971,1190572
2025-02-04T03:24:47.674115,RT-XRM43971-0324,H2M,RM43971,1190572
2025-02-04T03:25:19.468274,RT-XRM43971-0325,H2M,RM43971,1190572
2025-02-04T03:28:19.685072,RT-XRM43971-0309,H2M,RM43971,1190583
2025-02-04T03:29:20.765274,RT-XRM43971-0310,H2M,RM43971,1190583
2025-02-04T03:30:28.972831,RT-XRM43971-0311,H2M,RM43971,1190583
2025-02-04T03:30:56.932194,RT-XRM43971-0313,H2M,RM43971,1190583
2025-02-04T03:37:47.379189,RT-XRM43971-0299,H2M,RM43971,1190579
2025-02-04T03:38:56.957612,RT-XRM43971-0301,H2M,RM43971,1190579
2025-02-04T03:39:47.335328,RT-XRM43971-0302,H2M,RM43971,1190579
2025-02-04T03:40:37.098939,RT-XRM43971-0303,H2M,RM43971,1190579
2025-02-04T03:41:35.018617,RT-XRM43971-0304,H2M,RM43971,1190579
2025-02-04T03:42:36.322813,RT-XRM43971-0305,H2M,RM43971,1190579
2025-02-04T03:43:33.554277,RT-XRM43971-0306,H2M,RM43971,1190579
2025-02-04T03:44:32.372949,RT-XRM43971-0307,H2M,RM43971,1190579
2025-02-04T03:45:14.635511,RT-XRM43971-0308,H2M,RM43971,1190579
2025-02-04T04:13:45.199316,RT-XRM43971-0326,HGM,RM43971,1190574
2025-02-04T04:14:38.086736,RT-XRM43971-0327,HGM,RM43971,1190574
2025-02-04T04:15:11.195466,RT-XRM43971-0328,HGM,RM43971,1190574
2025-02-04T04:15:49.863822,RT-XRM43971-0329,HGM,RM43971,1190574
2025-02-04T04:16:36.369735,RT-XRM43971-0330,HGM,RM43971,1190574
2025-02-04T04:17:17.716877,RT-XRM43971-0331,HGM,RM43971,1190574
2025-02-04T04:17:48.182564,RT-XRM43971-0332,HGM,RM43971,1190574
2025-02-04T04:18:23.525771,RT-XRM43971-0333,HGM,RM43971,1190574
2025-02-04T04:19:08.849277,RT-XRM43971-0334,HGM,RM43971,1190574
2025-02-04T04:19:48.542235,RT-XRM43971-0335,HGM,RM43971,1190574
2025-02-04T04:20:36.633997,RT-XRM43971-0336,HGM,RM43971,1190574
2025-02-04T04:21:10.340813,RT-XRM43971-0337,HGM,RM43971,1190574
2025-02-04T04:21:55.567303,RT-XRM43971-0339,HGM,RM43971,1190574
2025-02-04T04:22:41.153589,RT-XRM43971-0340,HGM,RM43971,1190574
2025-02-04T04:23:13.507055,RT-XRM43971-0341,HGM,RM43971,1190574
2025-02-04T04:23:54.084341,RT-XRM43971-0338,HGM,RM43971,1190574
2025-02-04T04:30:15.926134,RT-XRM43971-0342,HGM,RM43971,1190577
2025-02-04T04:30:57.296403,RT-XRM43971-0343,HGM,RM43971,1190577
2025-02-04T04:31:42.847480,RT-XRM43971-0344,HGM,RM43971,1190577
2025-02-04T04:32:39.496178,RT-XRM43971-0345,HGM,RM43971,1190577
2025-02-04T04:33:34.814685,RT-XRM43971-0346,HGM,RM43971,1190577
2025-02-04T04:34:16.337139,RT-XRM43971-0347,HGM,RM43971,1190577
2025-02-04T04:35:04.664888,RT-XRM43971-0348,HGM,RM43971,1190577
2025-02-04T04:36:47.982538,RT-XRM43971-0349,HGM,RM43971,1190577
2025-02-04T04:37:21.901004,RT-XRM43971-0350,HGM,RM43971,1190577
2025-02-04T04:38:49.328115,RT-XRM43971-0351,HGM,RM43971,1190577
2025-02-04T04:39:26.289735,RT-XRM43971-0352,HGM,RM43971,1190577
2025-02-04T04:40:09.020617,RT-XRM43971-0353,HGM,RM43971,1190577
2025-02-04T04:41:06.353902,RT-XRM43971-0354,HGM,RM43971,1190577
2025-02-04T04:41:40.451595,RT-XRM43971-0355,HGM,RM43971,1190577
2025-02-04T04:45:43.969129,RT-XRM43971-0356,HGM,RM43971,1190579
2025-02-04T04:47:33.326080,RT-XRM43971-0357,HGM,RM43971,1190579
2025-02-04T04:48:15.838707,RT-XRM43971-0358,HGM,RM43971,1190579
2025-02-04T04:48:59.477271,RT-XRM43971-0359,HGM,RM43971,1190579
2025-02-04T04:49:41.070035,RT-XRM43971-0360,HGM,RM43971,1190579
2025-02-04T04:50:23.857581,RT-XRM43971-0361,HGM,RM43971,1190579
2025-02-04T04:51:09.629674,RT-XRM43971-0362,HGM,RM43971,1190579
2025-02-04T04:54:36.448107,RT-XRM43971-0363,HGM,RM43971,1190579
2025-02-04T04:58:43.686820,RT-XRM43971-0364,HGM,RM43971,1190572
2025-02-04T05:00:06.760097,RT-XRM43971-0365,HGM,RM43971,1190572
2025-02-04T05:00:57.030399,RT-XRM43971-0366,HGM,RM43971,1190572
2025-02-04T05:01:50.822491,RT-XRM43971-0367,HGM,RM43971,1190572
2025-02-04T05:06:09.808808,RT-XRM43971-0368,HGM,RM43971,1190572
2025-02-04T05:06:56.744148,RT-XRM43971-0369,HGM,RM43971,1190572
2025-02-04T05:15:13.866967,RT-XRM43971-0370,SHL,RM43971,1190574
2025-02-04T05:16:04.717875,RT-XRM43971-0371,SHL,RM43971,1190574
2025-02-04T05:17:46.378229,RT-XRM43971-0372,HGM,RM43971,1190569
2025-02-04T05:18:33.264436,RT-XRM43971-0373,HGM,RM43971,1190569
2025-02-04T21:35:11.117623,RT-XRM43971-0374,HGH,RM43971,1190574
2025-02-04T21:39:17.195534,RT-XRM43971-0376,HGH,RM43971,1190579
2025-02-04T21:44:02.206900,RT-XRM43971-0378,HGH,RM43971,1190579
2025-02-04T21:46:12.829940,RT-XRM43971-0379,HGH,RM43971,1190579
2025-02-04T21:48:38.645522,RT-XRM43971-0380,HGH,RM43971,1190579
2025-02-04T21:51:01.991588,RT-XRM43971-0381,HGH,RM43971,1190579
2025-02-04T21:55:23.689835,RT-XRM43971-0382,HGH,RM43971,1190579
2025-02-04T21:58:22.751969,RT-XRM43971-0383,HGH,RM43971,1190579
2025-02-04T22:10:08.625972,RT-XRM43971-0384,HGH,RM43971,1190579
2025-02-04T22:14:16.197402,RT-XRM43971-0385,HGH,RM43971,1190583
2025-02-04T22:21:21.397254,RT-XRM43971-0387,HGH,RM43971,1190583
2025-02-04T22:23:34.665117,RT-XRM43971-0388,HGH,RM43971,1190583
2025-02-04T22:25:57.238553,RT-XRM43971-0389,HGH,RM43971,1190583
2025-02-04T22:33:45.207506,RT-XRM43971-0390,HGH,RM43971,1190585
2025-02-04T22:38:30.291125,RT-XRM43971-0391,HGH,RM43971,1190585
2025-02-04T22:42:55.817588,RT-XRM43971-0392,GOH,RM43971,1190574
2025-02-04T22:45:44.412800,RT-XRM43971-0393,GOH,RM43971,1190574
2025-02-04T22:48:03.150872,RT-XRM43971-0395,GOH,RM43971,1190577
2025-02-05T03:08:59.181707,RT-XRM43971-0397,GOH,RM43971,1190577
2025-02-05T21:25:35.570273,RT-XRM43971-0408,GOH,RM43971,1190572
2025-02-05T21:29:14.941920,RT-XRM43971-0410,GOH,RM43971,1190572
2025-02-05T21:32:15.044573,RT-XRM43971-0411,GOH,RM43971,1190572
2025-02-05T21:36:35.688784,RT-XRM43971-0413,GOE,RM43971,1190574
2025-02-05T21:39:45.547567,RT-XRM43971-0415,GOE,RM43971,1190574
2025-02-05T21:41:59.481244,RT-XRM43971-0416,GOE,RM43971,1190574
2025-02-05T21:44:21.274504,RT-XRM43971-0417,GOE,RM43971,1190574
2025-02-05T21:45:59.912312,RT-XRM43971-0418,GOE,RM43971,1190574
2025-02-05T21:49:18.180346,RT-XRM43971-0419,GOE,RM43971,1190574
2025-02-05T21:56:43.877837,RT-XRM43971-0420,GOE,RM43971,1190574
2025-02-05T22:05:57.299551,RT-XRM43971-0422,GOE,RM43971,1190577
2025-02-05T22:08:38.125929,RT-XRM43971-0423,GOE,RM43971,1190577
2025-02-05T22:11:32.723443,RT-XRM43971-0424,GOE,RM43971,1190577
2025-02-05T22:15:23.301077,RT-XRM43971-0425,GOE,RM43971,1190577
2025-02-05T22:19:37.062230,RT-XRM43971-0426,GOE,RM43971,1190569
2025-02-05T22:22:14.519745,RT-XRM43971-0427,GMO,RM43971,1190574
2025-02-05T22:25:01.996179,RT-XRM43971-0428,GMO,RM43971,1190574
2025-02-05T22:31:21.574101,RT-XRM43971-0430,GMO,RM43971,1190577
2025-02-05T22:34:12.477250,RT-XRM43971-0432,GMO,RM43971,1190577
2025-02-05T22:38:49.209062,RT-XRM43971-0433,GMO,RM43971,1190577
2025-02-05T22:42:42.225555,RT-XRM43971-0434,GMO,RM43971,1190577
2025-02-05T22:45:25.859524,RT-XRM43971-0435,GMO,RM43971,1190577
2025-02-05T22:51:12.039025,RT-XRM43971-0436,GMO,RM43971,1190583
2025-02-05T22:53:09.599444,RT-XRM43971-0437,GOL,RM43971,1190560
2025-02-05T22:59:55.126910,RT-XRM43971-0438,GOL,RM43971,1190574
2025-02-06T03:38:16.182704,RT-XRM43971-0399,GOH,RM43971,1190577
2025-02-06T03:39:25.863288,RT-XRM43971-0400,GOH,RM43971,1190577
2025-02-06T03:40:24.072349,RT-XRM43971-0401,GOH,RM43971,1190577
2025-02-06T03:42:23.818424,RT-XRM43971-0402,GOH,RM43971,1190577
2025-02-06T03:43:44.315245,RT-XRM43971-0403,GOH,RM43971,1190577
2025-02-06T03:45:08.179344,RT-XRM43971-0404,GOH,RM43971,1190577
2025-02-06T03:47:30.666345,RT-XRM43971-0405,GOH,RM43971,1190577
2025-02-06T03:51:49.724012,RT-XRM43971-0406,GOH,RM43971,1190579
2025-02-06T03:52:56.649736,RT-XRM43971-0440,GOL,RM43971,1190569
2025-02-06T03:54:23.415577,RT-XRM43971-0442,SHL,RM43971,1190560
2025-02-06T03:55:38.364536,RT-XRM43971-0539,SHF,RM43971,1190560
2025-02-06T03:57:54.489264,RT-XRM43971-0447,SHL,RM43971,1190562
2025-02-06T03:58:57.909116,RT-XRM43971-0444,SHL,RM43971,1190562
2025-02-06T03:59:48.358466,RT-XRM43971-0443,SHL,RM43971,1190562
2025-02-06T04:02:15.131392,RT-XRM43971-0450,SHL,RM43971,1190564
2025-02-06T04:03:18.918473,RT-XRM43971-0449,SHL,RM43971,1190564
2025-02-06T04:07:14.632866,RT-XRM43971-0448,SHL,RM43971,1190567
2025-02-06T04:12:34.347388,RT-XRM43971-0500,GOV,RM43971,1190572
2025-02-06T04:15:03.713822,RT-XRM43971-0501,GOV,RM43971,1190577
2025-02-06T04:17:46.692994,RT-XRM43971-0502,GOV,RM43971,1190579
2025-02-06T04:18:35.929598,RT-XRM43971-0503,GOV,RM43971,1190579
2025-02-06T04:19:30.444189,RT-XRM43971-0504,GOV,RM43971,1190579
2025-02-06T04:22:15.538530,RT-XRM43971-0509,GMO,RM43971,1190579
2025-02-06T04:23:28.201923,RT-XRM43971-0506,GMO,RM43971,1190579
2025-02-06T04:25:58.916357,RT-XRM43971-0507,GMO,RM43971,1190579
2025-02-06T04:27:22.179693,RT-XRM43971-0508,GMO,RM43971,1190579
2025-02-06T05:03:02.665879,RT-XRM43971-0510,GOC,RM43971,1190572
2025-02-06T05:03:52.747631,RT-XRM43971-0511,GOC,RM43971,1190572
2025-02-06T05:05:23.096511,RT-XRM43971-0512,GOC,RM43971,1190572
2025-02-06T05:06:55.111319,RT-XRM43971-0513,GOC,RM43971,1190574
2025-02-06T05:08:05.167575,RT-XRM43971-0515,GOC,RM43971,1190574
2025-02-06T05:09:15.454741,RT-XRM43971-0516,GOC,RM43971,1190574
2025-02-06T05:10:08.129797,RT-XRM43971-0517,GOC,RM43971,1190574
2025-02-06T05:13:29.533031,RT-XRM43971-0523,GMI,RM43971,1190567
2025-02-06T05:15:37.411550,RT-XRM43971-0522,GOC,RM43971,1190577
2025-02-06T05:15:53.639664,RT-XRM43971-0521,GOC,RM43971,1190577
2025-02-06T05:16:04.977500,RT-XRM43971-0520,GOC,RM43971,1190577
2025-02-06T05:18:12.463843,RT-XRM43971-0526,GMI,RM43971,1190574
2025-02-06T05:20:07.890718,RT-XRM43971-0524,GMI,RM43971,1190572
2025-02-06T05:20:51.174248,RT-XRM43971-0525,GMI,RM43971,1190572
2025-02-06T05:22:55.254940,RT-XRM43971-0527,GMI,RM43971,1190577
2025-02-06T05:23:48.483385,RT-XRM43971-0528,GMI,RM43971,1190577
2025-02-06T05:24:33.496924,RT-XRM43971-0532,BPO,RM43971,1190569
2025-02-06T05:25:11.078434,RT-XRM43971-0531,GOS,RM43971,1190574
2025-02-06T05:26:44.545630,RT-XRM43971-0533,BPO,RM43971,1190567
2025-02-06T05:27:29.794320,RT-XRM43971-0537,CHG,RM43971,1190562
2025-02-06T05:28:03.749002,RT-XRM43971-0538,CHG,RM43971,1190564
2025-02-06T21:37:06.247545,RT-XRM43971-0534,BIF,RM43971,1190577
2025-02-06T21:39:46.709749,RT-XRM43971-0535,BIF,RM43971,1190577
2025-02-06T21:42:32.192356,RT-XRM43971-0536,BIF,RM43971,1190577
2025-02-06T22:07:44.579593,RT-XRM43971-0540,GOE,RM43971,1190572
2025-02-06T22:11:56.357373,RT-XRM43971-0541,GOE,RM43971,1190572
2025-02-06T22:20:10.240522,RT-XRM43971-0543,GOE,RM43971,1190572
2025-02-06T22:22:49.963062,RT-XRM43971-0544,GOE,RM43971,1190572
2025-02-06T22:26:07.156612,RT-XRM43971-0545,GOE,RM43971,1190572
2025-02-06T22:36:01.008706,RT-XRM43971-0546,GOE,RM43971,1190572
2025-02-07T03:21:56.376805,RT-XRM43971-0547,GOE,RM43971,1190572
2025-02-07T03:22:48.776600,RT-XRM43971-0530,GOS,RM43971,1190572
2025-02-07T03:23:52.099711,RT-XRM43971-0529,GOS,RM43971,1190572
2025-02-10T10:00:18.357168,RT-XRM43971-0004,HGM,RM43971,1190567
2025-02-10T10:00:18.431927,RT-XRM43971-0003,HGM,RM43971,1190567
2025-02-10T10:00:18.504667,RT-XRM43971-0005,HGM,RM43971,1190567
2025-02-10T10:00:18.577751,RT-XRM43971-0006,HGM,RM43971,1190567
2025-02-10T10:00:18.653142,RT-XRM43971-0007,HGM,RM43971,1190567
2025-02-10T10:00:18.724427,RT-XRM43971-0008,HGM,RM43971,1190567
2025-02-10T10:00:18.872073,RT-XRM43971-0010,HGM,RM43971,1190569
2025-02-10T10:00:18.949268,RT-XRM43971-0011,HGM,RM43971,1190569
2025-02-10T10:00:19.025457,RT-XRM43971-0012,HGM,RM43971,1190569
2025-02-10T10:00:19.096591,RT-XRM43971-0013,HGM,RM43971,1190569
2025-02-10T10:00:19.169118,RT-XRM43971-0014,HGM,RM43971,1190569
2025-02-10T10:00:19.244159,RT-XRM43971-0015,HGM,RM43971,1190569
2025-02-10T10:00:19.318096,RT-XRM43971-0016,HGM,RM43971,1190569
2025-02-10T10:00:19.393309,RT-XRM43971-0017,HGM,RM43971,1190569
2025-02-10T10:00:19.467294,RT-XRM43971-0018,HGM,RM43971,1190569
2025-02-10T10:00:19.540326,RT-XRM43971-0019,HGM,RM43971,1190569
2025-02-10T10:00:19.612589,RT-XRM43971-0020,HGM,RM43971,1190569
2025-02-10T10:00:19.682609,RT-XRM43971-0021,HGM,RM43971,1190569
2025-02-10T10:00:19.753941,RT-XRM43971-0022,HGM,RM43971,1190569
2025-02-10T10:00:19.826583,RT-XRM43971-0023,HGM,RM43971,1190569
2025-02-10T10:00:19.898541,RT-XRM43971-0024,HGM,RM43971,1190569
2025-02-10T10:00:19.971472,RT-XRM43971-0025,HGM,RM43971,1190569
2025-02-10T10:00:20.042514,RT-XRM43971-0026,HGM,RM43971,1190569
2025-02-10T10:00:20.113673,RT-XRM43971-0027,HGM,RM43971,1190569
2025-02-10T10:00:20.185602,RT-XRM43971-0028,HGM,RM43971,1190569
2025-02-10T10:00:20.259800,RT-XRM43971-0029,HGM,RM43971,1190569
2025-02-10T10:00:20.331586,RT-XRM43971-0030,HGM,RM43971,1190569
2025-02-10T10:00:20.402479,RT-XRM43971-0031,HGM,RM43971,1190569
2025-02-10T10:00:20.473579,RT-XRM43971-0032,HGM,RM43971,1190569
2025-02-10T10:00:20.543441,RT-XRM43971-0033,HGM,RM43971,1190569
2025-02-10T10:00:20.613493,RT-XRM43971-0034,HGM,RM43971,1190569
2025-02-10T10:00:20.752912,RT-XRM43971-0086,HGM,RM43971,1190572
2025-02-10T10:00:20.824472,RT-XRM43971-0085,HGM,RM43971,1190572
2025-02-10T10:00:20.895534,RT-XRM43971-0084,HGM,RM43971,1190572
2025-02-10T10:00:20.965391,RT-XRM43971-0083,HGM,RM43971,1190572
2025-02-10T10:00:21.036479,RT-XRM43971-0082,HGM,RM43971,1190572
2025-02-10T10:00:21.107002,RT-XRM43971-0081,HGM,RM43971,1190572
2025-02-10T10:00:21.180121,RT-XRM43971-0080,HGM,RM43971,1190572
2025-02-10T10:00:21.254186,RT-XRM43971-0079,HGM,RM43971,1190572
2025-02-10T10:00:21.328179,RT-XRM43971-0078,HGM,RM43971,1190572
2025-02-10T10:00:21.401183,RT-XRM43971-0077,HGM,RM43971,1190572
2025-02-10T10:00:21.473160,RT-XRM43971-0076,HGM,RM43971,1190572
2025-02-10T10:00:21.545984,RT-XRM43971-0075,HGM,RM43971,1190572
2025-02-10T10:00:21.618176,RT-XRM43971-0074,HGM,RM43971,1190572
2025-02-10T10:00:21.694349,RT-XRM43971-0073,HGM,RM43971,1190572
2025-02-10T10:00:21.769306,RT-XRM43971-0072,HGM,RM43971,1190572
2025-02-10T10:00:21.843630,RT-XRM43971-0071,HGM,RM43971,1190572
2025-02-10T10:00:21.917165,RT-XRM43971-0070,HGM,RM43971,1190572
2025-02-10T10:00:21.992264,RT-XRM43971-0069,HGM,RM43971,1190572
2025-02-10T10:00:22.066121,RT-XRM43971-0068,HGM,RM43971,1190572
2025-02-10T10:00:22.142347,RT-XRM43971-0067,HGM,RM43971,1190572
2025-02-10T10:00:22.222859,RT-XRM43971-0066,HGM,RM43971,1190572
2025-02-10T10:00:22.301111,RT-XRM43971-0065,HGM,RM43971,1190572
2025-02-10T10:00:22.378228,RT-XRM43971-0064,HGM,RM43971,1190572
2025-02-10T10:00:22.450133,RT-XRM43971-0063,HGM,RM43971,1190572
2025-02-10T10:00:22.525287,RT-XRM43971-0062,HGM,RM43971,1190572
2025-02-10T10:00:22.600739,RT-XRM43971-0061,HGM,RM43971,1190572
2025-02-10T10:00:22.675268,RT-XRM43971-0060,HGM,RM43971,1190572
2025-02-10T10:00:22.749329,RT-XRM43971-0059,HGM,RM43971,1190572
2025-02-10T10:00:22.824150,RT-XRM43971-0058,HGM,RM43971,1190572
2025-02-10T10:00:22.904228,RT-XRM43971-0057,HGM,RM43971,1190572
2025-02-10T10:00:22.977741,RT-XRM43971-0056,HGM,RM43971,1190572
2025-02-10T10:00:23.054052,RT-XRM43971-0055,HGM,RM43971,1190572
2025-02-10T10:00:23.128027,RT-XRM43971-0054,HGM,RM43971,1190572
2025-02-10T10:00:23.199222,RT-XRM43971-0053,HGM,RM43971,1190572
